№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя,Посилання
83650213,Вирок,14.08.2019,16.09.2019,Кримінальне,216/3976/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/83650213
83650214,Вирок,14.08.2019,16.09.2019,Кримінальне,216/4014/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/83650214
83650215,Вирок,14.08.2019,17.09.2019,Кримінальне,216/3980/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/83650215
83624667,Вирок,13.08.2019,13.09.2019,Кримінальне,183/4637/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83624667
83633739,Вирок,13.08.2019,13.09.2019,Кримінальне,490/5197/19,Центральний районний суд м. Миколаєва,,/Review/83633739
83633745,Вирок,13.08.2019,13.09.2019,Кримінальне,490/7042/19,Центральний районний суд м. Миколаєва,,/Review/83633745
83815388,Вирок,13.08.2019,17.09.2019,Кримінальне,753/12132/19,Дарницький районний суд міста Києва,,/Review/83815388
83603351,Вирок,13.08.2019,13.09.2019,Кримінальне,285/849/19,Звягельський міськрайонний суд Житомирської області,,/Review/83603351
83639045,Вирок,13.08.2019,13.09.2019,Кримінальне,712/10225/19,Соснівський районний суд м. Черкаси,,/Review/83639045
83594841,Вирок,13.08.2019,13.09.2019,Кримінальне,490/7039/19,Центральний районний суд м. Миколаєва,,/Review/83594841
83738749,Вирок,13.08.2019,13.09.2019,Кримінальне,490/5442/19,Центральний районний суд м. Миколаєва,,/Review/83738749
85767378,Вирок,13.08.2019,13.09.2019,Кримінальне,607/16375/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/85767378
83609349,Вирок,13.08.2019,13.09.2019,Кримінальне,766/1522/19,Херсонський міський суд Херсонської області,,/Review/83609349
83577324,Вирок,12.08.2019,12.09.2019,Кримінальне,295/9105/19,Богунський районний суд м. Житомира,,/Review/83577324
83597354,Вирок,12.08.2019,12.09.2019,Кримінальне,216/4203/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/83597354
83683776,Вирок,12.08.2019,12.09.2019,Кримінальне,577/3105/19,Конотопський міськрайонний суд Сумської області,,/Review/83683776
83608839,Вирок,12.08.2019,12.09.2019,Кримінальне,607/10697/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/83608839
83574532,Вирок,12.08.2019,12.09.2019,Кримінальне,243/8430/19,Слов'янський міськрайонний суд Донецької області,,/Review/83574532
83584138,Вирок,12.08.2019,12.09.2019,Кримінальне,748/1859/19,Чернігівський районний суд Чернігівської області,,/Review/83584138
83597478,Вирок,12.08.2019,12.09.2019,Кримінальне,216/4200/19,Центрально-Міський районний суд м. Кривого Рогу,,/Review/83597478
83586803,Вирок,12.08.2019,12.09.2019,Кримінальне,725/3639/19,Чернівецький районний суд міста Чернівців,,/Review/83586803
83574799,Вирок,12.08.2019,12.09.2019,Кримінальне,303/4909/19,Мукачівський міськрайонний суд Закарпатської області,,/Review/83574799
83583290,Вирок,12.08.2019,12.09.2019,Кримінальне,766/10946/19,Херсонський міський суд Херсонської області,,/Review/83583290
83544025,Вирок,09.08.2019,09.09.2019,Кримінальне,183/2459/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83544025
83544027,Вирок,09.08.2019,09.09.2019,Кримінальне,183/2454/19,Самарівський міськрайонний суд Дніпропетровської області,,/Review/83544027
83538996,Вирок,09.08.2019,10.09.2019,Кримінальне,484/3427/19,Первомайський міськрайонний суд Миколаївської області,,/Review/83538996
83539000,Вирок,09.08.2019,10.09.2019,Кримінальне,484/3370/19,Первомайський міськрайонний суд Миколаївської області,,/Review/83539000
83539308,Вирок,09.08.2019,10.09.2019,Кримінальне,496/2211/19,Біляївський районний суд Одеської області,,/Review/83539308
83816892,Вирок,09.08.2019,09.09.2019,Кримінальне,760/2368/19,Солом'янський районний суд міста Києва,,/Review/83816892
85767230,Вирок,09.08.2019,10.09.2019,Кримінальне,607/15818/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/85767230
86192717,Вирок,09.08.2019,10.09.2019,Кримінальне,607/15817/19,Тернопільський міськрайонний суд Тернопільської області,,/Review/86192717
